game,song_name,credit
The Legend of Zelda,Uncover Secret,The Deku Trombonist
The Legend of Zelda,Zelda is Rescued Fanfare,The Deku Trombonist
The Mysterious Murasame Castle,Game Start / Castle Town,WandringMinstrel
Drakkhen,Air Area (Night),The Deku Trombonist
Drakkhen,ANAK,The Deku Trombonist
Drakkhen,Earth Area (Day),The Deku Trombonist
Drakkhen,Earth Area (Night),The Deku Trombonist
Drakkhen,Fire Area (Day),The Deku Trombonist
Drakkhen,Fire Area (Night),The Deku Trombonist
Drakkhen,Fire Area (Tent Master),The Deku Trombonist
Drakkhen,Game Over,The Deku Trombonist
Drakkhen,Kemco Jingle,The Deku Trombonist
Drakkhen,Water Area (Day),The Deku Trombonist
Drakkhen,Water Area (Night),The Deku Trombonist
E.V.O.: Search for Eden,Ending Theme,kevronicoal
E.V.O.: Search for Eden,Title Theme,Sam Waetford
EarthBound,A Flash of Memory,FierceDeity
The Legend of Zelda: The Wind Waker,Ballad of Gales,Olimar12345
The Legend of Zelda: The Wind Waker,Beedle's Shop Ship,TheZeldaPianist275
The Legend of Zelda: The Wind Waker,Command Melody (Baton),Olimar12345
The Legend of Zelda: The Wind Waker,Departure,Onionleaf
The Legend of Zelda: The Wind Waker,Dragon Roost Island,Zunawe
The Legend of Zelda: The Wind Waker,Earth God's Lyric,Olimar12345
The Legend of Zelda: The Wind Waker,Encounter with Tetra,Olimar12345
The Legend of Zelda: The Wind Waker,Ending,Sebastian
The Legend of Zelda: The Wind Waker,Epilogue,Sebastian
The Legend of Zelda: The Wind Waker,Fairy Spring,Rusty Justice
The Legend of Zelda: The Wind Waker,Farewell Hyrule King,mastersuperfan
The Legend of Zelda: The Wind Waker,Fencing Instruction,Sebastian
The Legend of Zelda: The Wind Waker,Forbidden Woods,Sebastian
The Legend of Zelda: The Wind Waker,Forsaken Fortress,Sebastian
The Legend of Zelda: The Wind Waker,Forsaken Fortress Invasion 1,Sebastian
The Mysterious Murasame Castle,Inside the Castle,WandringMinstrel
The Mysterious Murasame Castle,Murasame Castle,WandringMinstrel
Wario's Woods,Story Mode - Birdo,The Deku Trombonist
Wario's Woods,Title Theme,The Deku Trombonist
Wizardry II: The Knight of Diamonds,Boltac's Trading Post,Jacopo Tore
Wizardry III: Legacy of Llylgamyn,Gilgamesh's Tavern,Gabriele Sechi
Wrecking Crew,Power-Up,WandringMinstrel
Wrecking Crew,Stage Theme,WandringMinstrel
Yume Kōjō: Doki Doki Panic,Title Theme,LeviR.star
Zelda II: The Adventure of Link,Battle,PianoMasta7
Zelda II: The Adventure of Link,Credits,The Deku Trombonist
Zelda II: The Adventure of Link,Guardian,FierceDeity
Zelda II: The Adventure of Link,House,Jimbabwe
Zelda II: The Adventure of Link,Overworld,The Deku Trombonist
EarthBound,Apple Kid's Theme,Yug Guy
EarthBound,Battle Against a Machine,Static
EarthBound,Battle Against a Weak Opponent,Static
EarthBound,Battle Against an Unsettling Opponent,Yug Guy
EarthBound,Because I Love You,Latios212
EarthBound,Bed and Breakfast,AcceptedSugar
EarthBound,Boy Meets Girl (Twoson),Yug Guy
EarthBound,Buy Somethin' Will Ya!,Yug Guy
EarthBound,Dead-End Chaos Theater,Don Valentino
EarthBound,Eight Melodies,Maelstrom
EarthBound,Enjoy Your Stay,Don Valentino
EarthBound,Franky,FierceDeity
EarthBound,Get on the Bus,Yug Guy
The Legend of Zelda: The Wind Waker,Game Demo,JDMEK5
The Legend of Zelda: The Wind Waker,Game Over,Static
The Legend of Zelda: The Wind Waker,Ganon's Castle,Olimar12345
The Legend of Zelda: The Wind Waker,Ganondorf Battle,Maelstrom
The Legend of Zelda: The Wind Waker,Get Master Sword,Onionleaf
The Legend of Zelda: The Wind Waker,Get Orb,Sebastian
The Legend of Zelda: The Wind Waker,Gohdan,FireArrow
The Legend of Zelda: The Wind Waker,Grandma,Latios212
The Legend of Zelda: The Wind Waker,Grandpa's House,Latios212
The Legend of Zelda: The Wind Waker,Hero of the Wind,Sebastian
The Legend of Zelda: The Wind Waker,Hyrule Castle,Sebastian
The Legend of Zelda: The Wind Waker,Imprisonment,Sebastian
The Legend of Zelda: The Wind Waker,Inside a House,Sebastian
The Legend of Zelda: The Wind Waker,Inside the Pirate Ship,Static
Zelda II: The Adventure of Link,Palace,The Deku Trombonist
Zelda II: The Adventure of Link,The Great Palace,FierceDeity
Zelda II: The Adventure of Link,The Last Guardian,FierceDeity
Zelda II: The Adventure of Link,Title Theme,E. Gadd Industries
Zelda II: The Adventure of Link,Town,Brassman388
Zelda II: The Adventure of Link,Zelda's Awakening,E. Gadd Industries
Zombie Hunter,BGM 1,Jacopo Cat
EarthBound,"Good Friends, Bad Friends",Yug Guy
EarthBound,Hi Hi Hi (Saturn Valley),Maelstrom
EarthBound,Home Sweet Home,Yug Guy
EarthBound,Ness' Bike,Olimar12345
EarthBound,Paula's Theme,Yug Guy
EarthBound,Pokey Means Business!,Commander6
EarthBound,Sanctuary Guardian,Yug Guy
EarthBound,Smiles and Tears,Ben Dauvin
EarthBound,Snowman,Commander6
EarthBound,"Summers, Eternal Tourist Trap",Yug Guy
EarthBound,Sunrise & Onett,Sebastian
EarthBound,Super Dry Dance,FierceDeity
EarthBound,The Metropolis of Fourside,Yug Guy
EarthBound,"Your Name, Please",Yug Guy
F-Zero,Big Blue,Th3Gavst3r
The Legend of Zelda: The Wind Waker,Jalhalla,Bloop
The Legend of Zelda: The Wind Waker,Makar's Awakening,Olimar12345
The Legend of Zelda: The Wind Waker,Medli's Awakening,Olimar12345
The Legend of Zelda: The Wind Waker,Menu Select,Sebastian
The Legend of Zelda: The Wind Waker,Mini-Boss,Lkjhgfdsa_77
The Legend of Zelda: The Wind Waker,Molgera,Maelstrom
The Legend of Zelda: The Wind Waker,Outset Island,Latios212
The Legend of Zelda: The Wind Waker,Outset Island (Two Pianos),The Deku Trombonist
The Legend of Zelda: The Wind Waker,Phantom Ganon,spitllama
The Legend of Zelda: The Wind Waker,Pirates,Olimar12345
The Legend of Zelda: The Wind Waker,Princess Zelda's Theme,Rusty Justice
The Legend of Zelda: The Wind Waker,Puppet Ganon (Snake Mode),Latios212
The Legend of Zelda: The Wind Waker,Rendezvous with the Ship 2,Sebastian
The Legend of Zelda: The Wind Waker,Sage Laruto,Saria
F-Zero,Ending Theme,Yug Guy
F-Zero,Fire Field,Yug Guy
F-Zero,Mute City,Static
Final Fantasy IV,Another Moon,Static
Final Fantasy IV,Battle 1,Yug Guy
Final Fantasy IV,Battle 2,Yug Guy
Final Fantasy IV,Chocobo,Nintendude73
Final Fantasy IV,Dancing Calcobrena,Chipmunk884
Final Fantasy IV,Fanfare,Dakook
Final Fantasy IV,"Golbez, Clad in the Darkness",Commander6
Final Fantasy IV,Illusionary World,Renaud Bergeron
The Legend of Zelda: The Wind Waker,Sealed Hyrule Castle,Sebastian
The Legend of Zelda: The Wind Waker,Song of Passing,Olimar12345
The Legend of Zelda: The Wind Waker,Song of the New Year's Ceremony,Olimar12345
The Legend of Zelda: The Wind Waker,The Deku Tree and the Koroks,FireArrow
The Legend of Zelda: The Wind Waker,The Fairy Queen,TheZeldaPianist275
The Legend of Zelda: The Wind Waker,The Forest of Outset Island,Static
The Legend of Zelda: The Wind Waker,The Great Sea,Zunawe
The Legend of Zelda: The Wind Waker,The Great Sea is Cursed,Sebastian
The Legend of Zelda: The Wind Waker,The Legendary Hero,Latios212
The Legend of Zelda: The Wind Waker,The Legendary Hero (Four Hands),Latios212
The Legend of Zelda: The Wind Waker,Title,Static
The Legend of Zelda: The Wind Waker,To Hyrule,Sebastian
The Legend of Zelda: The Wind Waker,Wind God's Aria,Olimar12345
The Legend of Zelda: The Wind Waker,Wind Temple,Onionleaf
The Legend of Zelda: The Wind Waker,Wind's Requiem,Olimar12345
Final Fantasy IV,Inn,Lumaga
Final Fantasy IV,Kingdom Baron,Tobbeh99
Final Fantasy IV,Mt. Ordeals,Static
Final Fantasy IV,Red Wings,Tobbeh99
Final Fantasy IV,The Airship,Yug Guy
Final Fantasy IV,The Dreadful Fight,Static
Final Fantasy IV,The Final Battle,Static
Final Fantasy IV,Theme of Love,Latios212
Final Fantasy IV,Tower of Babil,Commander6
Final Fantasy V,A New World,Static
Final Fantasy V,Battle 1,Yug Guy
Final Fantasy V,Battle 2,Static
Final Fantasy V,Battle at the Big Bridge,Static
The Legend of Zelda: The Wind Waker,Windfall Island,Latios212
The Legend of Zelda: The Wind Waker,Yacht Game,FireArrow
The Legend of Zelda: The Wind Waker,Zelda's Awakening,Onionleaf
The Legend of Zelda: The Wind Waker,Zunari's Store,Olimar12345
Wario World,Greenhorn Forest,Nine Lives
Wario World,Kobito (Unused),Nine Lives
Wario World,Outside Horror Manor,Nine Lives
Wario World,Thrillsville,Jegilmer
Final Fantasy V,Beyond the Deep Blue Sea,Renaud Bergeron
Final Fantasy V,Close Call,Commander6
Final Fantasy V,Cursed Lands,FierceDeity
Final Fantasy V,Ending Theme,Static
Final Fantasy V,Exdeath's Castle,Static
Final Fantasy V,Hurry! Hurry!,Commander6
Final Fantasy V,Library of Ancients,Commander6
Final Fantasy V,Main Theme of FINAL FANTASY V,Static
Final Fantasy V,Sealed Away,Commander6
Final Fantasy V,Sealed Book,Commander6
Final Fantasy V,Spreading Grand Wings,Static
Final Fantasy V,The Decisive Battle,Static
Final Fantasy V,The Evil Lord Exdeath,Static
Final Fantasy V,The Final Battle,Static
Final Fantasy V,Town Theme,Static
Final Fantasy V,Victory Fanfare,Th3Gavst3r
Final Fantasy VI,Balance Is Restored,Static
Final Fantasy VI,Battle,Yug Guy
Final Fantasy VI,Battle to the Death,Static
Final Fantasy VI,Cyan's Theme,Yugikun
Final Fantasy VI,Dancing Mad,Maelstrom
Final Fantasy VI,Dark World,Gooch
Final Fantasy VI,Kefka,Brawler4Ever
Final Fantasy VI,Phantom Train,Static
Final Fantasy VI,Slam Shuffle,Johnny Goforth
Final Fantasy VI,Spinach Rag,Static
Final Fantasy VI,Strago's Theme,Jake_Luigi
Final Fantasy VI,Terra's Theme,G-Han
Final Fantasy VI,The Day After,Yugikun
Final Fantasy VI,The Decisive Battle,Yug Guy
Final Fantasy VI,The Devil's Lab,Yugikun
Final Fantasy VI,The Mines of Narshe,Static
Final Fantasy VI,Town 2 (Unreleased Track),Static
Final Fantasy VI,Victory Fanfare,Maelstrom
Fire Emblem: Genealogy of the Holy War,Chapter 2 (Disturbance in Agustria),Pyre
Fire Emblem: Genealogy of the Holy War,Chapter 3 (Eldigan the Lionheart),Libera
Fire Emblem: Genealogy of the Holy War,Emperor Arvis,Maelstrom
Fire Emblem: Genealogy of the Holy War,End of Despair,Libera
Fire Emblem: Genealogy of the Holy War,Level Up!,Maelstrom
Fire Emblem: Genealogy of the Holy War,Music Box,Libera
Fire Emblem: Genealogy of the Holy War,Recruitment,Maelstrom
Fire Emblem: Genealogy of the Holy War,Versus Arvis,Maelstrom
Fire Emblem: Mystery of the Emblem,Legend of the Divine Dragon (A),Maelstrom
Fire Emblem: Mystery of the Emblem,Legend of the Divine Dragon (B),Maelstrom
Fire Emblem: Mystery of the Emblem,Under the Flag,Th3Gavst3r
Fire Emblem: Thracia 776,Sara,Libera
Harvest Moon,Spring Theme,Sebastian
Harvest Moon,Star Night Festival,Code_Name_Geek
Harvest Moon,Town Theme,Code_Name_Geek
Harvest Moon,Winter,Code_Name_Geek
Illusion of Gaia,Ankor Wat,Jesse J.K.
Illusion of Gaia,Longing for the Past,Libera
Illusion of Gaia,Show Me Your Eyes (Ending),Jesse J.K.
Illusion of Gaia,Threat of Dark Gaia,Nine Lives
Kirby Super Star,Bubbly Clouds,Yug Guy
Kirby Super Star,Choose Your Weapon,ThatHiddenCharacter
Kirby Super Star,Cocoa Cave,Yug Guy
Kirby Super Star,Computer Virus Battle,LeviR.star
Kirby Super Star,Corkboard,Yug Guy
Kirby Super Star,Crash! Gourmet Race,LeviR.star
Kirby Super Star,Dreaming of Food,LeviR.star
Kirby Super Star,Dynablade Overworld,Yug Guy
Kirby Super Star,Flying Through Outer Space,LeviR.star
Kirby Super Star,Gladiator Kirby,LeviR.star
Kirby Super Star,Gourmet Race,Latios212
Kirby Super Star,Gourmet Race (Four Hands),Latios212
Kirby Super Star,Heart of Nova,LeviR.star
Kirby Super Star,Hilltop Chase,LeviR.star
Kirby Super Star,King Dedede's Theme,ThatHiddenCharacter
Kirby Super Star,Marx's Theme,Latios212
Kirby Super Star,Meta Knight's Theme,Dekkadeci
Kirby Super Star,Milky Way Wishes,Latios212
Kirby Super Star,Mine Cart Riding,ThatHiddenCharacter
Kirby Super Star,Peanut Plain,Yug Guy
Kirby Super Star,Rest Point,stellarlights24
Kirby Super Star,Taking Over the Halberd,Latios212
Kirby Super Star,The Battleship Halberd: On Deck,Latios212
Kirby's Avalanche,Title Screen,LeviR.star
Kirby's Dream Course,King Dedede,LeviR.star
Kirby's Dream Course,The First Hole,LeviR.star
Kirby's Dream Land 3,Grass Land 1,LeviR.star
Kirby's Dream Land 3,Iceberg,Static
Kirby's Star Stacker,King Dedede,LeviR.star
Lagoon,Elf Field,The-Real-Link
Live A Live,Wanderer,Yugikun
Lufia & The Fortress of Doom,Boss Battle,WiiMan96
Lufia & The Fortress of Doom,Ending (Four Hands),WiiMan96
Lufia & The Fortress of Doom,Fanfare,WiiMan96
Lufia & The Fortress of Doom,Final Battle,WiiMan96
Lufia & The Fortress of Doom,Overworld,Palagerini
Lufia & The Fortress of Doom,Reunion,WiiMan96
Lufia & The Fortress of Doom,Shop,WiiMan96
Lufia & The Fortress of Doom,The Fortress of Doom,WiiMan96
Lufia & The Fortress of Doom,The Sinistrals,WiiMan96
Mario & Wario,Level 4: Ice Cave,LeviR.star
Mario Paint,Creative Exercise,Th3Gavst3r
Mario Paint,Monkeys (Four Hands),Nine Lives
Mario Paint,Title Theme,Nine Lives
Mega Man & Bass,Cold Man Stage,LeviR.star
Mega Man 7,Burst Man,Commander6
Mega Man 7,Cloud Man,Commander6
Mega Man 7,Dr. Wily Stage 4,LeviR.star
Mega Man 7,Freeze Man,Commander6
Mega Man 7,Junk Man,Commander6
Mega Man 7,Museum,Commander6
Mega Man 7,Opening Stage,Sipan1234
Mega Man 7,Shade Man Stage,WaluigiTime64
Mega Man 7,Shade Man Stage (Alt),Commander6
Mega Man 7,Slash Man,Commander6
Mega Man 7,Spring Man,Commander6
Mega Man 7,Turbo Man,Commander6
Mega Man X,Armored Armadillo Stage,Atcero
Mega Man X,Ending,G-Han
Mega Man X,Sigma Stage 2,LeviR.star
Mega Man X,Spark Mandrill,Yugikun
Mega Man X,Storm Eagle Stage,Atcero
Mega Man X,Zero's Theme,G-Han
Mega Man X2,Credits,Sipan1234
Mega Man X2,Crystal Snail,Megaman64
Mega Man X2,Zero's Theme,Sipan1234
Mega Man X3,Gravity Beetle Stage,LeviR.star
Mega Man X3,Opening Stage,Jake_Luigi
Mega Man X3,Stage Intro,Megaman64
Plok!,Beach,Cashwarrior1
Plok!,Flea Pit,Cashwarrior1
Porky Pig's Haunted Holiday,Wackyland,The Deku Trombonist
Romancing SaGa,The Conflict,LeviR.star
Secret of Evermore,Greek Temple,Static
Secret of Mana,A Conclusion,The Deku Trombonist
Secret of Mana,A Wish,The Deku Trombonist
Secret of Mana,Ally Joins,The Deku Trombonist
Secret of Mana,Distant Thunder (Four Hands),The Deku Trombonist
Secret of Mana,Fear of the Heavens (Two Pianos),The Deku Trombonist
Secret of Mana,I Closed My Eyes,Yug Guy
Secret of Mana,I Won't Forget,The Deku Trombonist
Secret of Mana,In the Dead of Night,The Deku Trombonist
Secret of Mana,Into the Thick of It (Two Pianos),The Deku Trombonist
Secret of Mana,Meridian Dance,Static
Secret of Mana,Mystic Invasion,The Deku Trombonist
Secret of Mana,Phantom and a Rose,The Deku Trombonist
Secret of Mana,Prophecy,The Deku Trombonist
Secret of Mana,Spirit of the Night,The Deku Trombonist
Secret of Mana,Still of the Night,The Deku Trombonist
Secret of Mana,The Color of the Summer Sky,Yug Guy
Secret of Mana,The Dark Star,The Deku Trombonist
Shin Megami Tensei,Mansion of Heresy,Rwars
Shin Megami Tensei,Shopping Arcade,Static
Shin Megami Tensei,Terminal,Rwars
Shin Megami Tensei if...,Title Demo,Static
Shin Megami Tensei II,3D: Virtual Battler,Static
Star Fox,Closing Medley,Nine Lives
Star Fox,Corneria,Yug Guy
Star Fox,Course Map Select,The Deku Trombonist
Star Fox,Credits,Tranzlater
Star Fox,Ending,Brassman388
Star Fox,Fortuna,Nine Lives
Star Fox,Macbeth,Nine Lives
Star Fox,Out of This Dimension,Kricketune54
Star Fox,Sector X & Sector Z,Nine Lives
Star Fox,Sector Y,Nine Lives
Star Fox,Space Armada,The Deku Trombonist
Star Fox,Titania,Nine Lives
Star Fox,Title Medley,Nine Lives
Star Fox,Venom Base (Level 1 & 3),Fantastic Ike
Star Fox,Venom Base (Level 2),Fantastic Ike
Super Bomberman,Level 5,The Deku Trombonist
Super Bomberman,Level 5 (Four Hands),The Deku Trombonist
Super Castlevania IV,Game Over,pokeyasd
Super Castlevania IV,Knight Corridor (Stage 6-1),Atcero
Super Castlevania IV,Password,pokeyasd
Super Castlevania IV,Simon Belmont's Theme,Yug Guy
Super Mario All-Stars,SMB1 Bowser Battle,JDMEK5
Super Mario Kart,Battle Mode,Static
Super Mario Kart,Choco Island,Static
Super Mario Kart,Choose Your Driver,Static
Super Mario Kart,Donut Plains,Latios212
Super Mario Kart,Ending,Nine Lives
Super Mario Kart,Koopa Beach,G-Han
Super Mario Kart,Mario Circuit,Static
Super Mario Kart,Rainbow Road,Latios212
Super Mario Kart,Rainbow Road (Duet),The Deku Trombonist
Super Mario Kart,Title Screen,Static
Super Mario Kart,Vanilla Lake,Th3Gavst3r
Super Mario Kart,Vanilla Lake (Beta 2),Static
Super Mario Kart,Victory,WiiMan96
Super Mario RPG: Legend of the Seven Stars,Barrel Volcano,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Battle Victory,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Bean Valley,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Beware the Forest's Mushrooms,Sebastian
Super Mario RPG: Legend of the Seven Stars,Bowser Music,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Chasing the Axem Rangers,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Conversation With Culex,Sebastian
Super Mario RPG: Legend of the Seven Stars,Culex Victory,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Dodo's Coming!!,ThatHiddenCharacter
Super Mario RPG: Legend of the Seven Stars,Fight Against an Armed Boss,Gmanhoffman
Super Mario RPG: Legend of the Seven Stars,Fight Against Monsters,Sebastian
Super Mario RPG: Legend of the Seven Stars,"Fight Against Smithy, Who Likes Transforming",Static
Super Mario RPG: Legend of the Seven Stars,Geno Awakens,Sebastian
Super Mario RPG: Legend of the Seven Stars,Get New Ally,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Grate Guy's Casino,Nintendude73
Super Mario RPG: Legend of the Seven Stars,"Hello, Happy Kingdom",Sebastian
Super Mario RPG: Legend of the Seven Stars,Here's Some Weapons!,Sebastian
Super Mario RPG: Legend of the Seven Stars,Hinopio's Shop,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Invincible Star,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Koopa Castle (Both Times),Sebastian
Super Mario RPG: Legend of the Seven Stars,Let's Go Down the Wine River,Static
Super Mario RPG: Legend of the Seven Stars,"Let's Play, Geno!",Nintendude73
Super Mario RPG: Legend of the Seven Stars,Let's Race,Sebastian
Super Mario RPG: Legend of the Seven Stars,Let's Try,Latios212
Super Mario RPG: Legend of the Seven Stars,Marrymore,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Moleville,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Moleville Mountain Ride,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Nimbus Land,FierceDeity
Super Mario RPG: Legend of the Seven Stars,Opening,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Pipe Vault,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Sad Song,Sebastian
Super Mario RPG: Legend of the Seven Stars,Smithy Battle 1,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Starhill,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Sunken Ship,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Super Pipe House,Sebastian
Super Mario RPG: Legend of the Seven Stars,Tadpole Pond,Nintendude73
Super Mario RPG: Legend of the Seven Stars,The End!,Nintendude73
Super Mario RPG: Legend of the Seven Stars,The Road is Full of Dangers,Sebastian
Super Mario RPG: Legend of the Seven Stars,The Sword Descends and the Stars Scatter,Bloop
Super Mario RPG: Legend of the Seven Stars,Toadofsky,Nintendude73
Super Mario RPG: Legend of the Seven Stars,Weapons Factory,Static
Super Mario RPG: Legend of the Seven Stars,Welcome to Booster Tower,Sebastian
Super Mario RPG: Legend of the Seven Stars,Where Am I Going?,Sebastian
Super Mario World,Athletic,Brassman388
Super Mario World,Bonus Screen,G-Han
Super Mario World,Course Clear Fanfare,G-Han
Super Mario World,Ending Theme,Olimar12345
Super Mario World,Game Over,Sekter77
Super Mario World,Haunted House,Sekter77
Super Mario World,Koopa Kid Battle,Olimar12345
Super Mario World,Koopa Kid Castle Clear,Sekter77
Super Mario World,MAP 1 (Yoshi's Island),G-Han
Super Mario World,MAP 2 (Overworld),G-Han
Super Mario World,MAP 3 (Vanilla Dome),Sekter77
Super Mario World,MAP 4 (Star World),G-Han
Super Mario World,MAP 5 (Forest of Illusion),G-Han
Super Mario World,MAP 6 (Bowser Castle),Sekter77
